@relation 'bookkeeperdataset-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.GreedyStepwise -B -T -1.7976931348623157E308 -N -1 -num-slots 1'

@attribute AVG_Churn numeric
@attribute AVG_ChgSet numeric
@attribute WeightedAge numeric
@attribute Buggy {NO,YES}

@data
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
8,25,132,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,73,103,NO
0,0,0,NO
0,73,102,NO
-3,49,100,NO
61,12,113,YES
0,73,99,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
79,12,101,YES
246,13.166667,108.64941,YES
0,0,0,NO
0,0,0,NO
87,42.5,110.92135,YES
0,0,0,NO
-21,12,111,YES
0,0,0,NO
21,12,111,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,73,97,NO
0,37,99.72222,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0.5,42.5,89.333336,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
-10,14,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
13,49,87,NO
-10.333333,36,87,NO
0,0,0,NO
0,73,85,NO
-4.333334,36,84.72093,NO
0,0,0,NO
42.2,9.2,91.124016,YES
202.875,17.75,93.23727,YES
0,0,0,NO
0,73,83,NO
0.5,42.5,84.333336,YES
0.5,42.5,84.333336,YES
0,0,0,NO
0,73,82,NO
4,25,82,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
-1,14.5,89.2,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
-746,12,82,NO
0,0,0,NO
2,14,83,NO
0,73,81,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
1.25,30.25,82.333336,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
21.2,23.6,90.10853,YES
0,0,0,NO
241.75,30,82.56018,NO
0,0,0,NO
0,0,0,NO
1,12,76,YES
0,73,70,NO
-0.666667,12.333333,72.833336,NO
0,13,76,NO
0,0,0,NO
0,73,69,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
1,49,68,NO
0,0,0,NO
1,12,69,YES
7.5,15.5,77.43636,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
1,25,60,NO
0,73,60,NO
0,0,0,NO
0,73,60,NO
0,0,0,NO
0,73,60,NO
0,73,60,NO
0.5,42,64.6,NO
0,0,0,NO
0,0,0,NO
0,12,72,YES
0,73,58,NO
0,0,0,NO
0,0,0,NO
0,73,58,NO
0,73,58,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,73,58,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,73,56,NO
1.25,25,67.68,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
1,11,61,NO
0,0,0,NO
18.2,24.2,64.464516,NO
14,13,64,NO
70.5,10,65,NO
15,13,64,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,73,48,NO
0,0,0,NO
0,0,0,NO
0,73,45,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,19,47.307693,NO
5.5,42.5,55.923077,YES
0,37,45.916668,NO
0.5,42.5,44.333332,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
-4,10,39,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
12.666667,28.666666,39.39759,YES
0,73,34,NO
-109.5,42,46.25,NO
0,0,0,NO
0,0,0,NO
0,73,27,NO
19,29.666666,25,YES
0,2,37,YES
0,0,0,NO
-3,49,22,NO
0,73,22,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
71,3,21,YES
0,73,12,NO
5.333334,32.333332,25,NO
0,0,0,NO
475.5,12,0.651123,NO
554.5,12,7.347465,NO
50,18,4.162162,NO
0,25,0,NO
0,1,0,NO
0,14,0,NO
0,14,0,NO
0,14,0,NO
0,11,0,NO
0,11,0,NO
0,11,0,NO
0,11,0,NO
0,11,0,NO
0,11,0,NO
0,11,0,NO
0,11,0,NO
0,11,0,NO
0,13,0,NO
0,13,0,NO
0,13,0,NO
0,13,0,NO
0,13,0,NO
0,13,0,NO
0,13,0,NO
0,13,0,NO
0,13,0,NO
129,4,5.152672,YES
0,6,0,NO
0,6,0,NO
0,11,0,NO
0,11,0,NO
0,12,0,NO
0,11,0,NO
0,11,0,NO
0,11,0,NO
0,13,0,NO
0,9,0,NO
0,9,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
-1,61,148,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
38,11,153,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
48,11,153,YES
19,11,153,YES
0,0,0,NO
0,0,0,NO
4,11,153,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
1,9,166,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
6,17,134,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
-2,61,0,NO
-5,35,127.84615,NO
7.333334,29,122.94765,YES
0,0,0,NO
1,61,116,NO
-6,61,116,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
87,9,131,NO
149.16667,7.666666,126.943184,YES
0,0,0,NO
0,0,0,NO
8,10,127,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
-3,17,119,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
-8,61,105,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
-2,61,105,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
37.5,6,113.770996,NO
191,9,115,NO
4,9,115,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
1.5,13,114.4,YES
0,0,0,NO
-3,61,99,NO
0,0,0,NO
0,0,0,NO
-2,61,99,NO
10,35,108.88,NO
71,9,114.04138,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
22,20.75,111.89744,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
1,17,101,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,17,99,NO
0,0,0,NO
39.5,6.5,104.129036,NO
0,0,0,NO
16,9,103,NO
0,0,0,NO
0,0,0,NO
197.5,32.5,101.04382,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,10,98,NO
0,10,98,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
93,9,98,NO
0,0,0,NO
0,0,0,NO
0,9,100,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
4,9,91,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
7,11,82,YES
16,11,82,YES
5,11,82,YES
162,11,82,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
2,9,95,YES
10,4,94,YES
37.5,6,93.86842,YES
0,0,0,NO
-0.5,39,77.8,YES
1,61,76,NO
0,61,76,NO
0,0,0,NO
-1,39,77.09091,YES
0,61,76,NO
23.5,35,84.625,YES
0,0,0,NO
1,61,75,NO
-1,61,75,NO
0,0,0,NO
5.857143,12.857142,88.19122,YES
19,8.5,90.35897,YES
-3,61,75,NO
-11.5,34.5,89.47619,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,61,75,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
-2,61,73,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
1.75,18.5,76.88461,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
1,17,72,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
21,10,78,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
-7,35,71.12245,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
115,10,73,NO
0,0,0,NO
-4,61,59,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
114.75,20.75,70.26527,YES
0,0,0,NO
0,0,0,NO
-1,32,62.2549,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,61,55,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,61,51,NO
0,0,0,NO
1,61,51,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,61,40,NO
0,0,0,NO
0,4,43,NO
0,0,0,NO
0,0,0,NO
-1,61,34,NO
-1,61,34,NO
-1,61,34,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
7,61,34,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
-13,3,32,NO
1,9,45,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
2.5,9,31,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
37.5,35.5,15.487804,NO
0,0,0,NO
0,31.5,2,YES
0,0,0,NO
2,5,18,NO
0,0,0,NO
0,0,0,NO
0,61,0,NO
0,17,0,NO
0,17,0,NO
0,11,0,NO
0,11,0,NO
0,17,0,NO
0,17,0,NO
0,17,0,NO
0,17,0,NO
0,17,0,NO
0,17,0,NO
124.333336,6.333334,2.354497,YES
50,5,1.71,YES
0,10,0,NO
0,10,0,NO
0,9,0,NO
0,9,0,NO
0,9,0,NO
0,5,0,NO
0,5,0,NO
0,8,0,NO
